市町村,マクロ,フェムト,ミリ波,sub6
松山市,105,146,14,14
今治市,34,31,5,5
宇和島市,30,3,2,2
八幡浜市,10,0,3,3
新居浜市,29,22,6,6
西条市,35,33,6,6
大洲市,18,13,3,3
伊予市,13,10,2,2
四国中央市,36,8,4,4
西予市,20,0,4,4
東温市,12,2,4,4
越智郡上島町,2,0,0,0
上浮穴郡久万高原町,4,1,0,0
伊予郡松前町,5,7,2,2
伊予郡砥部町,7,5,2,2
喜多郡内子町,6,2,2,2
西宇和郡伊方町,6,0,2,2
北宇和郡鬼北町,5,0,2,2
南宇和郡愛南町,7,1,2,2
北宇和郡松野町,0,0,1,1
