市町村,マクロ,フェムト,ミリ波,sub6
松山市,157,191,23,32
今治市,101,49,16,16
宇和島市,80,9,7,7
八幡浜市,30,0,7,9
新居浜市,45,31,6,10
西条市,65,46,7,11
大洲市,41,13,6,7
伊予市,39,10,5,5
四国中央市,52,17,7,8
西予市,43,0,5,6
東温市,30,5,4,8
越智郡上島町,8,1,0,0
上浮穴郡久万高原町,22,2,2,3
伊予郡松前町,12,5,2,2
伊予郡砥部町,17,5,2,2
喜多郡内子町,32,4,3,4
西宇和郡伊方町,14,0,2,2
北宇和郡松野町,6,0,3,3
北宇和郡鬼北町,17,0,2,2
南宇和郡愛南町,29,3,3,3
