市町村,マクロ,フェムト,ミリ波,sub6
松山市,145,208,20,20
今治市,92,51,10,10
宇和島市,56,10,4,4
八幡浜市,14,0,5,5
新居浜市,41,32,6,6
西条市,57,52,6,6
大洲市,32,16,5,5
伊予市,25,12,2,2
四国中央市,46,23,5,5
西予市,35,0,5,5
東温市,28,6,4,4
越智郡上島町,6,1,0,0
上浮穴郡久万高原町,18,1,1,1
伊予郡松前町,12,5,2,2
伊予郡砥部町,14,5,2,2
喜多郡内子町,16,4,2,2
西宇和郡伊方町,12,0,2,2
北宇和郡松野町,4,0,1,1
北宇和郡鬼北町,11,0,2,2
南宇和郡愛南町,21,3,2,2
