市町村,マクロ,フェムト,ミリ波,sub6
松山市,157,193,23,26
今治市,101,49,16,16
宇和島市,79,9,5,5
八幡浜市,29,0,7,8
新居浜市,45,30,6,8
西条市,64,46,7,9
大洲市,40,13,5,6
伊予市,37,10,5,5
四国中央市,52,17,7,8
西予市,42,0,5,6
東温市,30,5,4,7
越智郡上島町,8,1,0,0
上浮穴郡久万高原町,21,1,2,3
伊予郡松前町,12,5,2,2
伊予郡砥部町,17,5,2,2
喜多郡内子町,26,4,2,3
西宇和郡伊方町,14,0,2,2
北宇和郡松野町,6,0,3,3
北宇和郡鬼北町,17,0,2,2
南宇和郡愛南町,29,3,2,2
