市町村,マクロ,フェムト,ミリ波,sub6
松山市,107,160,14,14
今治市,50,41,5,5
宇和島市,33,6,2,2
八幡浜市,11,1,3,3
新居浜市,35,26,6,6
西条市,43,42,6,6
大洲市,25,16,3,3
伊予市,18,12,2,2
四国中央市,39,13,4,4
西予市,22,0,4,4
東温市,19,4,4,4
越智郡上島町,3,0,0,0
上浮穴郡久万高原町,12,1,0,0
伊予郡松前町,8,7,2,2
伊予郡砥部町,10,6,2,2
喜多郡内子町,10,3,2,2
西宇和郡伊方町,8,0,2,2
北宇和郡松野町,2,0,1,1
北宇和郡鬼北町,6,0,2,2
南宇和郡愛南町,11,2,2,2
