市町村,マクロ,フェムト,ミリ波,sub6
松山市,112,162,15,14
今治市,54,43,7,5
宇和島市,36,6,2,2
八幡浜市,11,1,4,3
新居浜市,36,26,4,4
西条市,44,41,5,5
大洲市,25,16,3,3
伊予市,18,12,2,2
四国中央市,39,15,4,4
西予市,22,0,3,3
東温市,20,4,3,3
越智郡上島町,3,0,0,0
上浮穴郡久万高原町,13,1,0,0
伊予郡松前町,9,7,2,2
伊予郡砥部町,11,6,2,2
喜多郡内子町,10,3,2,2
西宇和郡伊方町,8,0,2,2
北宇和郡松野町,2,0,1,1
北宇和郡鬼北町,6,0,1,1
南宇和郡愛南町,11,2,2,2
