市町村,マクロ,フェムト,ミリ波,sub6
松山市,115,184,16,16
今治市,68,43,8,8
宇和島市,42,7,2,2
八幡浜市,11,1,4,4
新居浜市,37,27,4,4
西条市,44,41,5,5
大洲市,25,16,4,4
伊予市,18,12,2,2
四国中央市,39,16,4,4
西予市,22,0,3,3
東温市,21,4,3,3
越智郡上島町,4,0,0,0
上浮穴郡久万高原町,13,1,0,0
伊予郡松前町,9,8,2,2
伊予郡砥部町,11,6,2,2
喜多郡内子町,10,3,2,2
西宇和郡伊方町,9,0,2,2
北宇和郡松野町,2,0,1,1
北宇和郡鬼北町,7,0,2,2
南宇和郡愛南町,12,3,2,2
