市町村,マクロ,フェムト,ミリ波,sub6
松山市,108,157,14,14
今治市,45,39,5,5
宇和島市,33,5,2,2
八幡浜市,11,1,3,3
新居浜市,34,22,6,6
西条市,41,41,6,6
大洲市,25,16,3,3
伊予市,17,11,2,2
四国中央市,38,11,4,4
西予市,21,0,4,4
東温市,18,4,4,4
越智郡上島町,3,0,0,0
上浮穴郡久万高原町,11,1,0,0
伊予郡松前町,8,7,2,2
伊予郡砥部町,10,5,2,2
喜多郡内子町,9,3,2,2
西宇和郡伊方町,8,0,2,2
北宇和郡松野町,1,0,1,1
北宇和郡鬼北町,5,0,2,2
南宇和郡愛南町,10,2,2,2
