市町村,マクロ,フェムト,ミリ波,sub6
松山市,104,135,13,13
今治市,31,31,5,5
宇和島市,24,3,2,2
八幡浜市,10,0,3,3
新居浜市,26,21,6,6
西条市,34,28,6,6
大洲市,8,12,3,3
伊予市,12,6,2,2
四国中央市,29,8,4,4
西予市,16,0,4,4
東温市,8,1,4,4
上浮穴郡久万高原町,2,0,0,0
伊予郡松前町,2,6,2,2
伊予郡砥部町,6,5,2,2
喜多郡内子町,4,2,2,2
西宇和郡伊方町,4,0,2,2
北宇和郡鬼北町,3,0,2,2
南宇和郡愛南町,6,1,2,2
北宇和郡松野町,0,0,1,1
