市町村,マクロ,フェムト,ミリ波,sub6
松山市,161,176,26,36
今治市,101,47,18,18
宇和島市,87,10,9,9
八幡浜市,34,0,8,10
新居浜市,45,29,6,11
西条市,66,44,8,12
大洲市,49,14,9,10
伊予市,45,8,5,5
四国中央市,52,18,9,10
西予市,48,0,7,8
東温市,30,4,4,8
越智郡上島町,8,1,0,0
上浮穴郡久万高原町,26,1,2,3
伊予郡松前町,12,4,2,2
伊予郡砥部町,17,5,2,2
喜多郡内子町,37,3,4,5
西宇和郡伊方町,17,0,2,2
北宇和郡松野町,6,0,3,3
北宇和郡鬼北町,19,0,2,2
南宇和郡愛南町,30,5,3,3
