市町村,マクロ,フェムト,ミリ波,sub6
松山市,142,213,20,20
今治市,87,53,8,8
宇和島市,51,9,2,2
八幡浜市,14,0,4,4
新居浜市,40,31,6,6
西条市,51,53,6,6
大洲市,32,18,4,4
伊予市,23,11,2,2
四国中央市,42,25,4,4
西予市,31,0,4,4
東温市,27,6,4,4
越智郡上島町,5,1,0,0
上浮穴郡久万高原町,15,1,0,0
伊予郡松前町,12,6,2,2
伊予郡砥部町,13,5,2,2
喜多郡内子町,12,4,2,2
西宇和郡伊方町,12,0,2,2
北宇和郡松野町,4,0,1,1
北宇和郡鬼北町,10,0,2,2
南宇和郡愛南町,19,3,2,2
